,date,HATO,variable,value,HATO_C
7262,2020-02-20,RECODO 2,lag_2,RC56,RECODO 2_2
9857,2020-02-20,RECODO 2,lag_3,RC57,RECODO 2_3
2073,2020-02-21,RECODO 2,name,RC58,RECODO 2
4668,2020-02-21,RECODO 2,lag_1,RC57,RECODO 2_1
7263,2020-02-21,RECODO 2,lag_2,RC56,RECODO 2_2
9858,2020-02-21,RECODO 2,lag_3,RC57,RECODO 2_3
2074,2020-02-22,RECODO 2,name,RC59,RECODO 2
4669,2020-02-22,RECODO 2,lag_1,RC58,RECODO 2_1
7264,2020-02-22,RECODO 2,lag_2,RC57,RECODO 2_2
9859,2020-02-22,RECODO 2,lag_3,RC56,RECODO 2_3
2075,2020-02-23,RECODO 2,name,RC59,RECODO 2
4670,2020-02-23,RECODO 2,lag_1,RC58,RECODO 2_1
7265,2020-02-23,RECODO 2,lag_2,RC57,RECODO 2_2
9860,2020-02-23,RECODO 2,lag_3,RC56,RECODO 2_3
2076,2020-02-24,RECODO 2,name,RC60,RECODO 2
4671,2020-02-24,RECODO 2,lag_1,RC59,RECODO 2_1
7266,2020-02-24,RECODO 2,lag_2,RC58,RECODO 2_2
9861,2020-02-24,RECODO 2,lag_3,RC57,RECODO 2_3
2077,2020-02-25,RECODO 2,name,RC60,RECODO 2
4672,2020-02-25,RECODO 2,lag_1,RC59,RECODO 2_1
7267,2020-02-25,RECODO 2,lag_2,RC58,RECODO 2_2
9862,2020-02-25,RECODO 2,lag_3,RC57,RECODO 2_3
2078,2020-02-26,RECODO 2,name,RC60,RECODO 2
4673,2020-02-26,RECODO 2,lag_1,RC59,RECODO 2_1
7268,2020-02-26,RECODO 2,lag_2,RC58,RECODO 2_2
9863,2020-02-26,RECODO 2,lag_3,RC57,RECODO 2_3
2079,2020-02-27,RECODO 2,name,RC38,RECODO 2
4674,2020-02-27,RECODO 2,lag_1,RC60,RECODO 2_1
7269,2020-02-27,RECODO 2,lag_2,RC59,RECODO 2_2
9864,2020-02-27,RECODO 2,lag_3,RC58,RECODO 2_3
2080,2020-02-28,RECODO 2,name,RC38,RECODO 2
4675,2020-02-28,RECODO 2,lag_1,RC60,RECODO 2_1
7270,2020-02-28,RECODO 2,lag_2,RC59,RECODO 2_2
9865,2020-02-28,RECODO 2,lag_3,RC58,RECODO 2_3
2081,2020-02-29,RECODO 2,name,RC38,RECODO 2
4676,2020-02-29,RECODO 2,lag_1,RC60,RECODO 2_1
7271,2020-02-29,RECODO 2,lag_2,RC59,RECODO 2_2
9866,2020-02-29,RECODO 2,lag_3,RC58,RECODO 2_3
2082,2020-03-01,RECODO 2,name,RC37,RECODO 2
4677,2020-03-01,RECODO 2,lag_1,RC38,RECODO 2_1
7272,2020-03-01,RECODO 2,lag_2,RC60,RECODO 2_2
9867,2020-03-01,RECODO 2,lag_3,RC59,RECODO 2_3
2083,2020-03-02,RECODO 2,name,RC37,RECODO 2
4678,2020-03-02,RECODO 2,lag_1,RC38,RECODO 2_1
7273,2020-03-02,RECODO 2,lag_2,RC60,RECODO 2_2
9868,2020-03-02,RECODO 2,lag_3,RC59,RECODO 2_3
2084,2020-03-03,RECODO 2,name,RC36,RECODO 2
4679,2020-03-03,RECODO 2,lag_1,RC37,RECODO 2_1
7274,2020-03-03,RECODO 2,lag_2,RC38,RECODO 2_2
9869,2020-03-03,RECODO 2,lag_3,RC60,RECODO 2_3
2085,2020-03-04,RECODO 2,name,RC36,RECODO 2
4680,2020-03-04,RECODO 2,lag_1,RC37,RECODO 2_1
7275,2020-03-04,RECODO 2,lag_2,RC38,RECODO 2_2
9870,2020-03-04,RECODO 2,lag_3,RC60,RECODO 2_3
2086,2020-03-05,RECODO 2,name,RC36,RECODO 2
4681,2020-03-05,RECODO 2,lag_1,RC37,RECODO 2_1
7276,2020-03-05,RECODO 2,lag_2,RC38,RECODO 2_2
9871,2020-03-05,RECODO 2,lag_3,RC60,RECODO 2_3
2087,2020-03-06,RECODO 2,name,RC40,RECODO 2
4682,2020-03-06,RECODO 2,lag_1,RC36,RECODO 2_1
7277,2020-03-06,RECODO 2,lag_2,RC37,RECODO 2_2
9872,2020-03-06,RECODO 2,lag_3,RC38,RECODO 2_3
2088,2020-03-07,RECODO 2,name,RC40,RECODO 2
4683,2020-03-07,RECODO 2,lag_1,RC36,RECODO 2_1
7278,2020-03-07,RECODO 2,lag_2,RC37,RECODO 2_2
9873,2020-03-07,RECODO 2,lag_3,RC38,RECODO 2_3
2089,2020-03-08,RECODO 2,name,RC40,RECODO 2
4684,2020-03-08,RECODO 2,lag_1,RC36,RECODO 2_1
7279,2020-03-08,RECODO 2,lag_2,RC37,RECODO 2_2
9874,2020-03-08,RECODO 2,lag_3,RC38,RECODO 2_3
2090,2020-03-09,RECODO 2,name,RC39,RECODO 2
4685,2020-03-09,RECODO 2,lag_1,RC40,RECODO 2_1
7280,2020-03-09,RECODO 2,lag_2,RC36,RECODO 2_2
9875,2020-03-09,RECODO 2,lag_3,RC37,RECODO 2_3
2091,2020-03-10,RECODO 2,name,RC39,RECODO 2
4686,2020-03-10,RECODO 2,lag_1,RC40,RECODO 2_1
7281,2020-03-10,RECODO 2,lag_2,RC36,RECODO 2_2
9876,2020-03-10,RECODO 2,lag_3,RC37,RECODO 2_3
2092,2020-03-11,RECODO 2,name,RC39,RECODO 2
4687,2020-03-11,RECODO 2,lag_1,RC40,RECODO 2_1
7282,2020-03-11,RECODO 2,lag_2,RC36,RECODO 2_2
9877,2020-03-11,RECODO 2,lag_3,RC37,RECODO 2_3
2093,2020-03-12,RECODO 2,name,RC41,RECODO 2
4688,2020-03-12,RECODO 2,lag_1,RC39,RECODO 2_1
7283,2020-03-12,RECODO 2,lag_2,RC40,RECODO 2_2
9878,2020-03-12,RECODO 2,lag_3,RC36,RECODO 2_3
2094,2020-03-13,RECODO 2,name,RC41,RECODO 2
4689,2020-03-13,RECODO 2,lag_1,RC39,RECODO 2_1
7284,2020-03-13,RECODO 2,lag_2,RC40,RECODO 2_2
9879,2020-03-13,RECODO 2,lag_3,RC36,RECODO 2_3
2095,2020-03-14,RECODO 2,name,RC41,RECODO 2
4690,2020-03-14,RECODO 2,lag_1,RC39,RECODO 2_1
7285,2020-03-14,RECODO 2,lag_2,RC40,RECODO 2_2
9880,2020-03-14,RECODO 2,lag_3,RC36,RECODO 2_3
2096,2020-03-15,RECODO 2,name,RC42,RECODO 2
4691,2020-03-15,RECODO 2,lag_1,RC41,RECODO 2_1
7286,2020-03-15,RECODO 2,lag_2,RC39,RECODO 2_2
9881,2020-03-15,RECODO 2,lag_3,RC40,RECODO 2_3
2097,2020-03-16,RECODO 2,name,RC42,RECODO 2
4692,2020-03-16,RECODO 2,lag_1,RC41,RECODO 2_1
7287,2020-03-16,RECODO 2,lag_2,RC39,RECODO 2_2
9882,2020-03-16,RECODO 2,lag_3,RC40,RECODO 2_3
2098,2020-03-17,RECODO 2,name,RC42,RECODO 2
4693,2020-03-17,RECODO 2,lag_1,RC41,RECODO 2_1
7288,2020-03-17,RECODO 2,lag_2,RC39,RECODO 2_2
9883,2020-03-17,RECODO 2,lag_3,RC40,RECODO 2_3
2099,2020-03-18,RECODO 2,name,RC42,RECODO 2
4694,2020-03-18,RECODO 2,lag_1,RC41,RECODO 2_1
7289,2020-03-18,RECODO 2,lag_2,RC39,RECODO 2_2
9884,2020-03-18,RECODO 2,lag_3,RC40,RECODO 2_3
2100,2020-03-19,RECODO 2,name,RC44,RECODO 2
4695,2020-03-19,RECODO 2,lag_1,RC42,RECODO 2_1
7290,2020-03-19,RECODO 2,lag_2,RC41,RECODO 2_2
9885,2020-03-19,RECODO 2,lag_3,RC39,RECODO 2_3
2101,2020-03-20,RECODO 2,name,RC52,RECODO 2
4696,2020-03-20,RECODO 2,lag_1,RC44,RECODO 2_1
7291,2020-03-20,RECODO 2,lag_2,RC42,RECODO 2_2
9886,2020-03-20,RECODO 2,lag_3,RC41,RECODO 2_3
2102,2020-03-21,RECODO 2,name,RC50,RECODO 2
4697,2020-03-21,RECODO 2,lag_1,RC52,RECODO 2_1
7292,2020-03-21,RECODO 2,lag_2,RC44,RECODO 2_2
9887,2020-03-21,RECODO 2,lag_3,RC42,RECODO 2_3
2103,2020-03-22,RECODO 2,name,RC51,RECODO 2
4698,2020-03-22,RECODO 2,lag_1,RC50,RECODO 2_1
7293,2020-03-22,RECODO 2,lag_2,RC52,RECODO 2_2
9888,2020-03-22,RECODO 2,lag_3,RC44,RECODO 2_3
2104,2020-03-23,RECODO 2,name,RC51,RECODO 2
4699,2020-03-23,RECODO 2,lag_1,RC50,RECODO 2_1
7294,2020-03-23,RECODO 2,lag_2,RC52,RECODO 2_2
9889,2020-03-23,RECODO 2,lag_3,RC44,RECODO 2_3
2105,2020-03-24,RECODO 2,name,RC47,RECODO 2
4700,2020-03-24,RECODO 2,lag_1,RC51,RECODO 2_1
7295,2020-03-24,RECODO 2,lag_2,RC50,RECODO 2_2
9890,2020-03-24,RECODO 2,lag_3,RC52,RECODO 2_3
2106,2020-03-25,RECODO 2,name,RC48,RECODO 2
4701,2020-03-25,RECODO 2,lag_1,RC47,RECODO 2_1
7296,2020-03-25,RECODO 2,lag_2,RC51,RECODO 2_2
9891,2020-03-25,RECODO 2,lag_3,RC50,RECODO 2_3
2107,2020-03-26,RECODO 2,name,RC48,RECODO 2
4702,2020-03-26,RECODO 2,lag_1,RC47,RECODO 2_1
7297,2020-03-26,RECODO 2,lag_2,RC51,RECODO 2_2
9892,2020-03-26,RECODO 2,lag_3,RC50,RECODO 2_3
2108,2020-03-27,RECODO 2,name,RC55,RECODO 2
4703,2020-03-27,RECODO 2,lag_1,RC48,RECODO 2_1
7298,2020-03-27,RECODO 2,lag_2,RC47,RECODO 2_2
9893,2020-03-27,RECODO 2,lag_3,RC51,RECODO 2_3
2109,2020-03-28,RECODO 2,name,RC55,RECODO 2
4704,2020-03-28,RECODO 2,lag_1,RC48,RECODO 2_1
7299,2020-03-28,RECODO 2,lag_2,RC47,RECODO 2_2
9894,2020-03-28,RECODO 2,lag_3,RC51,RECODO 2_3
2110,2020-03-29,RECODO 2,name,RC55,RECODO 2
4705,2020-03-29,RECODO 2,lag_1,RC48,RECODO 2_1
7300,2020-03-29,RECODO 2,lag_2,RC47,RECODO 2_2
9895,2020-03-29,RECODO 2,lag_3,RC51,RECODO 2_3
2111,2020-03-30,RECODO 2,name,RC56,RECODO 2
4706,2020-03-30,RECODO 2,lag_1,RC55,RECODO 2_1
7301,2020-03-30,RECODO 2,lag_2,RC48,RECODO 2_2
9896,2020-03-30,RECODO 2,lag_3,RC47,RECODO 2_3
2112,2020-03-31,RECODO 2,name,RC56,RECODO 2
4707,2020-03-31,RECODO 2,lag_1,RC55,RECODO 2_1
7302,2020-03-31,RECODO 2,lag_2,RC48,RECODO 2_2
9897,2020-03-31,RECODO 2,lag_3,RC47,RECODO 2_3
2113,2020-04-01,RECODO 2,name,RC56,RECODO 2
4708,2020-04-01,RECODO 2,lag_1,RC55,RECODO 2_1
7303,2020-04-01,RECODO 2,lag_2,RC48,RECODO 2_2
9898,2020-04-01,RECODO 2,lag_3,RC47,RECODO 2_3
2114,2020-04-02,RECODO 2,name,RC57,RECODO 2
4709,2020-04-02,RECODO 2,lag_1,RC56,RECODO 2_1
7304,2020-04-02,RECODO 2,lag_2,RC55,RECODO 2_2
9899,2020-04-02,RECODO 2,lag_3,RC48,RECODO 2_3
2115,2020-04-03,RECODO 2,name,RC57,RECODO 2
4710,2020-04-03,RECODO 2,lag_1,RC56,RECODO 2_1
7305,2020-04-03,RECODO 2,lag_2,RC55,RECODO 2_2
9900,2020-04-03,RECODO 2,lag_3,RC48,RECODO 2_3
2116,2020-04-04,RECODO 2,name,RC57,RECODO 2
4711,2020-04-04,RECODO 2,lag_1,RC56,RECODO 2_1
7306,2020-04-04,RECODO 2,lag_2,RC55,RECODO 2_2
9901,2020-04-04,RECODO 2,lag_3,RC48,RECODO 2_3
2117,2020-04-05,RECODO 2,name,RC58,RECODO 2
4712,2020-04-05,RECODO 2,lag_1,RC57,RECODO 2_1
7307,2020-04-05,RECODO 2,lag_2,RC56,RECODO 2_2
9902,2020-04-05,RECODO 2,lag_3,RC55,RECODO 2_3
2118,2020-04-06,RECODO 2,name,RC58,RECODO 2
4713,2020-04-06,RECODO 2,lag_1,RC57,RECODO 2_1
7308,2020-04-06,RECODO 2,lag_2,RC56,RECODO 2_2
9903,2020-04-06,RECODO 2,lag_3,RC55,RECODO 2_3
2119,2020-04-07,RECODO 2,name,RC58,RECODO 2
4714,2020-04-07,RECODO 2,lag_1,RC57,RECODO 2_1
7309,2020-04-07,RECODO 2,lag_2,RC56,RECODO 2_2
9904,2020-04-07,RECODO 2,lag_3,RC55,RECODO 2_3
2120,2020-04-08,RECODO 2,name,RC59,RECODO 2
4715,2020-04-08,RECODO 2,lag_1,RC58,RECODO 2_1
7310,2020-04-08,RECODO 2,lag_2,RC57,RECODO 2_2
9905,2020-04-08,RECODO 2,lag_3,RC56,RECODO 2_3
2121,2020-04-09,RECODO 2,name,RC59,RECODO 2
4716,2020-04-09,RECODO 2,lag_1,RC58,RECODO 2_1
7311,2020-04-09,RECODO 2,lag_2,RC57,RECODO 2_2
9906,2020-04-09,RECODO 2,lag_3,RC56,RECODO 2_3
2122,2020-04-10,RECODO 2,name,RC59,RECODO 2
4717,2020-04-10,RECODO 2,lag_1,RC58,RECODO 2_1
7312,2020-04-10,RECODO 2,lag_2,RC57,RECODO 2_2
9907,2020-04-10,RECODO 2,lag_3,RC56,RECODO 2_3
2123,2020-04-11,RECODO 2,name,RC60,RECODO 2
4718,2020-04-11,RECODO 2,lag_1,RC59,RECODO 2_1
7313,2020-04-11,RECODO 2,lag_2,RC58,RECODO 2_2
9908,2020-04-11,RECODO 2,lag_3,RC57,RECODO 2_3
2124,2020-04-12,RECODO 2,name,RC60,RECODO 2
4719,2020-04-12,RECODO 2,lag_1,RC59,RECODO 2_1
7314,2020-04-12,RECODO 2,lag_2,RC58,RECODO 2_2
9909,2020-04-12,RECODO 2,lag_3,RC57,RECODO 2_3
2125,2020-04-13,RECODO 2,name,RC60,RECODO 2
4720,2020-04-13,RECODO 2,lag_1,RC59,RECODO 2_1
7315,2020-04-13,RECODO 2,lag_2,RC58,RECODO 2_2
9910,2020-04-13,RECODO 2,lag_3,RC57,RECODO 2_3
2126,2019-01-01,RECODO 3,name,RC09,RECODO 3
4721,2019-01-01,RECODO 3,lag_1,,RECODO 3_1
7316,2019-01-01,RECODO 3,lag_2,,RECODO 3_2
9911,2019-01-01,RECODO 3,lag_3,,RECODO 3_3
2127,2019-01-02,RECODO 3,name,RC09,RECODO 3
4722,2019-01-02,RECODO 3,lag_1,,RECODO 3_1
7317,2019-01-02,RECODO 3,lag_2,,RECODO 3_2
9912,2019-01-02,RECODO 3,lag_3,,RECODO 3_3
2128,2019-01-03,RECODO 3,name,RC12,RECODO 3
4723,2019-01-03,RECODO 3,lag_1,RC09,RECODO 3_1
7318,2019-01-03,RECODO 3,lag_2,,RECODO 3_2
9913,2019-01-03,RECODO 3,lag_3,,RECODO 3_3
2129,2019-01-04,RECODO 3,name,RC12,RECODO 3
4724,2019-01-04,RECODO 3,lag_1,RC09,RECODO 3_1
7319,2019-01-04,RECODO 3,lag_2,,RECODO 3_2
9914,2019-01-04,RECODO 3,lag_3,,RECODO 3_3
2130,2019-01-05,RECODO 3,name,RC12,RECODO 3
4725,2019-01-05,RECODO 3,lag_1,RC09,RECODO 3_1
7320,2019-01-05,RECODO 3,lag_2,,RECODO 3_2
9915,2019-01-05,RECODO 3,lag_3,,RECODO 3_3
2131,2019-01-06,RECODO 3,name,RC35,RECODO 3
4726,2019-01-06,RECODO 3,lag_1,RC12,RECODO 3_1
7321,2019-01-06,RECODO 3,lag_2,RC09,RECODO 3_2
9916,2019-01-06,RECODO 3,lag_3,,RECODO 3_3
2132,2019-01-07,RECODO 3,name,RC35,RECODO 3
4727,2019-01-07,RECODO 3,lag_1,RC12,RECODO 3_1
7322,2019-01-07,RECODO 3,lag_2,RC09,RECODO 3_2
9917,2019-01-07,RECODO 3,lag_3,,RECODO 3_3
2133,2019-01-08,RECODO 3,name,RC30,RECODO 3
4728,2019-01-08,RECODO 3,lag_1,RC35,RECODO 3_1
7323,2019-01-08,RECODO 3,lag_2,RC12,RECODO 3_2
9918,2019-01-08,RECODO 3,lag_3,RC09,RECODO 3_3
2134,2019-01-09,RECODO 3,name,RC30,RECODO 3
4729,2019-01-09,RECODO 3,lag_1,RC35,RECODO 3_1
7324,2019-01-09,RECODO 3,lag_2,RC12,RECODO 3_2
9919,2019-01-09,RECODO 3,lag_3,RC09,RECODO 3_3
2135,2019-01-10,RECODO 3,name,RC30,RECODO 3
4730,2019-01-10,RECODO 3,lag_1,RC35,RECODO 3_1
7325,2019-01-10,RECODO 3,lag_2,RC12,RECODO 3_2
9920,2019-01-10,RECODO 3,lag_3,RC09,RECODO 3_3
2136,2019-01-11,RECODO 3,name,RC29,RECODO 3
4731,2019-01-11,RECODO 3,lag_1,RC30,RECODO 3_1
7326,2019-01-11,RECODO 3,lag_2,RC35,RECODO 3_2
9921,2019-01-11,RECODO 3,lag_3,RC12,RECODO 3_3
2137,2019-01-12,RECODO 3,name,RC29,RECODO 3
4732,2019-01-12,RECODO 3,lag_1,RC30,RECODO 3_1
7327,2019-01-12,RECODO 3,lag_2,RC35,RECODO 3_2
9922,2019-01-12,RECODO 3,lag_3,RC12,RECODO 3_3
2138,2019-01-13,RECODO 3,name,RC29,RECODO 3
4733,2019-01-13,RECODO 3,lag_1,RC30,RECODO 3_1
7328,2019-01-13,RECODO 3,lag_2,RC35,RECODO 3_2
9923,2019-01-13,RECODO 3,lag_3,RC12,RECODO 3_3
2139,2019-01-14,RECODO 3,name,RC28,RECODO 3
4734,2019-01-14,RECODO 3,lag_1,RC29,RECODO 3_1
7329,2019-01-14,RECODO 3,lag_2,RC30,RECODO 3_2
9924,2019-01-14,RECODO 3,lag_3,RC35,RECODO 3_3
2140,2019-01-15,RECODO 3,name,RC28,RECODO 3
4735,2019-01-15,RECODO 3,lag_1,RC29,RECODO 3_1
7330,2019-01-15,RECODO 3,lag_2,RC30,RECODO 3_2
9925,2019-01-15,RECODO 3,lag_3,RC35,RECODO 3_3
2141,2019-01-16,RECODO 3,name,RC28,RECODO 3
4736,2019-01-16,RECODO 3,lag_1,RC29,RECODO 3_1
7331,2019-01-16,RECODO 3,lag_2,RC30,RECODO 3_2
9926,2019-01-16,RECODO 3,lag_3,RC35,RECODO 3_3
2142,2019-01-17,RECODO 3,name,RC28,RECODO 3
4737,2019-01-17,RECODO 3,lag_1,RC29,RECODO 3_1
7332,2019-01-17,RECODO 3,lag_2,RC30,RECODO 3_2
9927,2019-01-17,RECODO 3,lag_3,RC35,RECODO 3_3
2143,2019-01-18,RECODO 3,name,RC27,RECODO 3
4738,2019-01-18,RECODO 3,lag_1,RC28,RECODO 3_1
7333,2019-01-18,RECODO 3,lag_2,RC29,RECODO 3_2
9928,2019-01-18,RECODO 3,lag_3,RC30,RECODO 3_3
2144,2019-01-19,RECODO 3,name,RC27,RECODO 3
4739,2019-01-19,RECODO 3,lag_1,RC28,RECODO 3_1
7334,2019-01-19,RECODO 3,lag_2,RC29,RECODO 3_2
9929,2019-01-19,RECODO 3,lag_3,RC30,RECODO 3_3
2145,2019-01-20,RECODO 3,name,RC27,RECODO 3
4740,2019-01-20,RECODO 3,lag_1,RC28,RECODO 3_1
7335,2019-01-20,RECODO 3,lag_2,RC29,RECODO 3_2
9930,2019-01-20,RECODO 3,lag_3,RC30,RECODO 3_3
2146,2019-01-21,RECODO 3,name,RC27,RECODO 3
4741,2019-01-21,RECODO 3,lag_1,RC28,RECODO 3_1
7336,2019-01-21,RECODO 3,lag_2,RC29,RECODO 3_2
9931,2019-01-21,RECODO 3,lag_3,RC30,RECODO 3_3
2147,2019-01-22,RECODO 3,name,RC32,RECODO 3
4742,2019-01-22,RECODO 3,lag_1,RC27,RECODO 3_1
7337,2019-01-22,RECODO 3,lag_2,RC28,RECODO 3_2
9932,2019-01-22,RECODO 3,lag_3,RC29,RECODO 3_3
2148,2019-01-23,RECODO 3,name,RC32,RECODO 3
4743,2019-01-23,RECODO 3,lag_1,RC27,RECODO 3_1
7338,2019-01-23,RECODO 3,lag_2,RC28,RECODO 3_2
9933,2019-01-23,RECODO 3,lag_3,RC29,RECODO 3_3
2149,2019-01-24,RECODO 3,name,RC32,RECODO 3
4744,2019-01-24,RECODO 3,lag_1,RC27,RECODO 3_1
7339,2019-01-24,RECODO 3,lag_2,RC28,RECODO 3_2
9934,2019-01-24,RECODO 3,lag_3,RC29,RECODO 3_3
2150,2019-01-25,RECODO 3,name,RC31,RECODO 3
4745,2019-01-25,RECODO 3,lag_1,RC32,RECODO 3_1
7340,2019-01-25,RECODO 3,lag_2,RC27,RECODO 3_2
9935,2019-01-25,RECODO 3,lag_3,RC28,RECODO 3_3
2151,2019-01-26,RECODO 3,name,RC31,RECODO 3
4746,2019-01-26,RECODO 3,lag_1,RC32,RECODO 3_1
7341,2019-01-26,RECODO 3,lag_2,RC27,RECODO 3_2
9936,2019-01-26,RECODO 3,lag_3,RC28,RECODO 3_3
2152,2019-01-27,RECODO 3,name,RC31,RECODO 3
4747,2019-01-27,RECODO 3,lag_1,RC32,RECODO 3_1
7342,2019-01-27,RECODO 3,lag_2,RC27,RECODO 3_2
9937,2019-01-27,RECODO 3,lag_3,RC28,RECODO 3_3
2153,2019-01-28,RECODO 3,name,RC31,RECODO 3
4748,2019-01-28,RECODO 3,lag_1,RC32,RECODO 3_1
7343,2019-01-28,RECODO 3,lag_2,RC27,RECODO 3_2
9938,2019-01-28,RECODO 3,lag_3,RC28,RECODO 3_3
2154,2019-01-29,RECODO 3,name,RC04,RECODO 3
4749,2019-01-29,RECODO 3,lag_1,RC31,RECODO 3_1
7344,2019-01-29,RECODO 3,lag_2,RC32,RECODO 3_2
9939,2019-01-29,RECODO 3,lag_3,RC27,RECODO 3_3
2155,2019-01-30,RECODO 3,name,RC04,RECODO 3
4750,2019-01-30,RECODO 3,lag_1,RC31,RECODO 3_1
7345,2019-01-30,RECODO 3,lag_2,RC32,RECODO 3_2
9940,2019-01-30,RECODO 3,lag_3,RC27,RECODO 3_3
2156,2019-01-31,RECODO 3,name,RC04,RECODO 3
4751,2019-01-31,RECODO 3,lag_1,RC31,RECODO 3_1
7346,2019-01-31,RECODO 3,lag_2,RC32,RECODO 3_2
9941,2019-01-31,RECODO 3,lag_3,RC27,RECODO 3_3
2157,2019-02-01,RECODO 3,name,RC03,RECODO 3
4752,2019-02-01,RECODO 3,lag_1,RC04,RECODO 3_1
7347,2019-02-01,RECODO 3,lag_2,RC31,RECODO 3_2
9942,2019-02-01,RECODO 3,lag_3,RC32,RECODO 3_3
2158,2019-02-02,RECODO 3,name,RC03,RECODO 3
4753,2019-02-02,RECODO 3,lag_1,RC04,RECODO 3_1
7348,2019-02-02,RECODO 3,lag_2,RC31,RECODO 3_2
9943,2019-02-02,RECODO 3,lag_3,RC32,RECODO 3_3
2159,2019-02-03,RECODO 3,name,RC03,RECODO 3
4754,2019-02-03,RECODO 3,lag_1,RC04,RECODO 3_1
7349,2019-02-03,RECODO 3,lag_2,RC31,RECODO 3_2
9944,2019-02-03,RECODO 3,lag_3,RC32,RECODO 3_3
2160,2019-02-04,RECODO 3,name,RC02,RECODO 3
4755,2019-02-04,RECODO 3,lag_1,RC03,RECODO 3_1
7350,2019-02-04,RECODO 3,lag_2,RC04,RECODO 3_2
9945,2019-02-04,RECODO 3,lag_3,RC31,RECODO 3_3
2161,2019-02-05,RECODO 3,name,RC02,RECODO 3
4756,2019-02-05,RECODO 3,lag_1,RC03,RECODO 3_1
7351,2019-02-05,RECODO 3,lag_2,RC04,RECODO 3_2
9946,2019-02-05,RECODO 3,lag_3,RC31,RECODO 3_3
2162,2019-02-06,RECODO 3,name,RC02,RECODO 3
4757,2019-02-06,RECODO 3,lag_1,RC03,RECODO 3_1
7352,2019-02-06,RECODO 3,lag_2,RC04,RECODO 3_2
9947,2019-02-06,RECODO 3,lag_3,RC31,RECODO 3_3
2163,2019-02-07,RECODO 3,name,RC01,RECODO 3
4758,2019-02-07,RECODO 3,lag_1,RC02,RECODO 3_1
7353,2019-02-07,RECODO 3,lag_2,RC03,RECODO 3_2
9948,2019-02-07,RECODO 3,lag_3,RC04,RECODO 3_3
2164,2019-02-08,RECODO 3,name,RC01,RECODO 3
4759,2019-02-08,RECODO 3,lag_1,RC02,RECODO 3_1
7354,2019-02-08,RECODO 3,lag_2,RC03,RECODO 3_2
9949,2019-02-08,RECODO 3,lag_3,RC04,RECODO 3_3
2165,2019-02-09,RECODO 3,name,RC01,RECODO 3
4760,2019-02-09,RECODO 3,lag_1,RC02,RECODO 3_1
7355,2019-02-09,RECODO 3,lag_2,RC03,RECODO 3_2
9950,2019-02-09,RECODO 3,lag_3,RC04,RECODO 3_3
2166,2019-02-10,RECODO 3,name,RC01,RECODO 3
4761,2019-02-10,RECODO 3,lag_1,RC02,RECODO 3_1
7356,2019-02-10,RECODO 3,lag_2,RC03,RECODO 3_2
9951,2019-02-10,RECODO 3,lag_3,RC04,RECODO 3_3
2167,2019-02-11,RECODO 3,name,RC05,RECODO 3
4762,2019-02-11,RECODO 3,lag_1,RC01,RECODO 3_1
7357,2019-02-11,RECODO 3,lag_2,RC02,RECODO 3_2
9952,2019-02-11,RECODO 3,lag_3,RC03,RECODO 3_3
2168,2019-02-12,RECODO 3,name,RC05,RECODO 3
4763,2019-02-12,RECODO 3,lag_1,RC01,RECODO 3_1
7358,2019-02-12,RECODO 3,lag_2,RC02,RECODO 3_2
9953,2019-02-12,RECODO 3,lag_3,RC03,RECODO 3_3
2169,2019-02-13,RECODO 3,name,RC05,RECODO 3
4764,2019-02-13,RECODO 3,lag_1,RC01,RECODO 3_1
7359,2019-02-13,RECODO 3,lag_2,RC02,RECODO 3_2
9954,2019-02-13,RECODO 3,lag_3,RC03,RECODO 3_3
2170,2019-02-14,RECODO 3,name,RC05,RECODO 3
4765,2019-02-14,RECODO 3,lag_1,RC01,RECODO 3_1
7360,2019-02-14,RECODO 3,lag_2,RC02,RECODO 3_2
9955,2019-02-14,RECODO 3,lag_3,RC03,RECODO 3_3
2171,2019-02-15,RECODO 3,name,RC05,RECODO 3
4766,2019-02-15,RECODO 3,lag_1,RC01,RECODO 3_1
7361,2019-02-15,RECODO 3,lag_2,RC02,RECODO 3_2
9956,2019-02-15,RECODO 3,lag_3,RC03,RECODO 3_3
2172,2019-02-16,RECODO 3,name,RC08,RECODO 3
4767,2019-02-16,RECODO 3,lag_1,RC05,RECODO 3_1
7362,2019-02-16,RECODO 3,lag_2,RC01,RECODO 3_2
9957,2019-02-16,RECODO 3,lag_3,RC02,RECODO 3_3
2173,2019-02-17,RECODO 3,name,RC08,RECODO 3
4768,2019-02-17,RECODO 3,lag_1,RC05,RECODO 3_1
7363,2019-02-17,RECODO 3,lag_2,RC01,RECODO 3_2
9958,2019-02-17,RECODO 3,lag_3,RC02,RECODO 3_3
2174,2019-02-18,RECODO 3,name,RC08,RECODO 3
4769,2019-02-18,RECODO 3,lag_1,RC05,RECODO 3_1
7364,2019-02-18,RECODO 3,lag_2,RC01,RECODO 3_2
9959,2019-02-18,RECODO 3,lag_3,RC02,RECODO 3_3
2175,2019-02-19,RECODO 3,name,RC09,RECODO 3
4770,2019-02-19,RECODO 3,lag_1,RC08,RECODO 3_1
7365,2019-02-19,RECODO 3,lag_2,RC05,RECODO 3_2
9960,2019-02-19,RECODO 3,lag_3,RC01,RECODO 3_3
2176,2019-02-20,RECODO 3,name,RC09,RECODO 3
